time_ms,adc,status,overruns,buttons
1799310,257
1799312,257
1799314,254
1799316,256
1799318,258
1799320,265
1799322,269
1799324,270
1799326,272
1799328,274
1799330,271
1799332,268
1799334,268
1799336,263
1799338,261
1799340,261
1799342,263
1799344,266
1799346,265
1799348,267
1799350,271
1799352,274
1799354,275
1799356,277
1799358,281
1799360,282
1799362,282
1799364,281
1799366,279
1799368,279
1799370,278
1799372,278
1799374,282
1799376,284
1799378,290
1799380,292
1799382,293
1799384,294
1799386,292
1799388,292
1799390,294
1799392,289
1799394,284
1799396,281
1799398,278
1799400,275
1799402,271
1799404,267
1799406,268
1799408,268
1799410,268
1799412,267
1799414,269
1799416,266
1799418,267
1799420,266
1799422,263
1799424,259
1799426,260
1799428,260
1799430,260
1799432,262
1799434,264
1799436,268
1799438,269
1799440,269
1799442,269
1799444,269
1799446,270
1799448,271
1799450,272
1799452,270
1799454,274
1799456,272
1799458,271
1799460,271
1799462,271
1799464,270
1799466,271
1799468,276
1799470,272
1799472,271
1799474,274
1799476,274
1799478,274
1799480,274
1799482,273
1799484,272
1799486,270
1799488,268
1799490,267
1799492,264
1799494,264
1799496,263
1799498,262
1799500,262
1799502,260
1799504,258
1799506,256
1799508,257
1799510,256
1799512,262
1799514,268
1799516,286
1799518,308
1799520,339
1799522,378
1799524,427
1799526,482
1799528,543
1799530,605
1799532,639
1799534,640
1799536,641
1799538,641
1799540,640
1799542,641
1799544,641
1799546,612
1799548,530
1799550,418
1799552,311
1799554,212
1799556,144,0,0,0
1799558,102
1799560,92
1799562,99
1799564,123
1799566,151
1799568,182
1799570,209
1799572,233
1799574,248
1799576,261
1799578,264
1799580,270
1799582,271
1799584,273
1799586,270
1799588,272
1799590,269
1799592,272
1799594,272
1799596,270
1799598,274
1799600,271
1799602,270
1799604,273
1799606,273
1799608,272
1799610,271
1799612,275
1799614,278
1799616,283
1799618,284
1799620,286
1799622,290
1799624,291
1799626,286
1799628,286
1799630,288
1799632,288
1799634,288
1799636,289
1799638,288
1799640,289
1799642,291
1799644,292
1799646,291
1799648,293
1799650,295
1799652,292
1799654,293
1799656,296
1799658,297
1799660,297
1799662,296
1799664,295
1799666,300
1799668,302
1799670,303
1799672,308
1799674,311
1799676,313
1799678,314
1799680,315
1799682,315
1799684,314
1799686,314
1799688,316
1799690,317
1799692,314
1799694,317
1799696,319
1799698,322
1799700,322
1799702,325
1799704,324
1799706,327
1799708,331
1799710,333
1799712,337
1799714,340
1799716,341
1799718,345
1799720,345
1799722,348
1799724,348
1799726,351
1799728,353
1799730,352
1799732,356
1799734,357
1799736,358
1799738,358
1799740,360
1799742,361
1799744,362
1799746,363
1799748,363
1799750,364
1799752,367
1799754,373
1799756,377
1799758,379
1799760,383
1799762,383
1799764,384
1799766,383
1799768,381
1799770,380
1799772,379
1799774,379
1799776,378
1799778,378
1799780,378
1799782,378
1799784,380
1799786,377
1799788,377
1799790,375
1799792,376
1799794,373
1799796,371
1799798,370
1799800,368
1799802,365
1799804,362
1799806,357
1799808,356
1799810,352
1799812,350
1799814,347
1799816,343
1799818,342
1799820,338
1799822,334
1799824,328
1799826,326
1799828,323
1799830,319
1799832,316
1799834,315
1799836,314
1799838,316
1799840,316
1799842,314
1799844,308
1799846,303
1799848,298
1799850,293
1799852,286
1799854,284
1799856,280
1799858,282
1799860,281
1799862,284
1799864,284
1799866,288
1799868,315
1799870,315
1799872,288
1799874,285
1799876,282
1799878,280
1799880,280
1799882,280
1799884,281
1799886,283
1799888,282
1799890,283
1799892,286
1799894,288
1799896,290
1799898,292
1799900,292
1799902,293
1799904,292
1799906,292
1799908,290
1799910,290
1799912,290
1799914,290
1799916,291
1799918,293
1799920,294
1799922,296
1799924,294
1799926,293
1799928,292
1799930,288
1799932,289
1799934,289
1799936,289
1799938,291
1799940,292
1799942,292
1799944,293
1799946,291
1799948,291
1799950,290
1799952,290
1799954,289
1799956,288
1799958,286
1799960,285
1799962,286
1799964,288
1799966,288
1799968,288
1799970,289
1799972,290
1799974,289
1799976,293
1799978,294
1799980,296
1799982,294
1799984,291
1799986,291
1799988,287
1799990,287
1799992,287
1799994,285
1799996,287
1799998,286
1800000,285
1800002,288
1800004,287
1800006,288
1800008,289
1800010,289
1800012,288
1800014,286
1800016,287
1800018,286
1800020,287
1800022,284
1800024,286
1800026,284
1800028,282
1800030,282
1800032,279
1800034,276
1800036,274
1800038,272
1800040,275
1800042,272
1800044,272
1800046,272
1800048,271
1800050,268
1800052,267
1800054,265
1800056,265
1800058,265
1800060,265
1800062,266
1800064,267
1800066,264
1800068,268
1800070,267
1800072,266
1800074,269
1800076,269
1800078,273
1800080,274
1800082,275
1800084,279
1800086,280
1800088,279
1800090,281
1800092,284
1800094,287
1800096,287
1800098,285
1800100,289
1800102,290
1800104,289
1800106,291
1800108,290
1800110,293
1800112,291
1800114,291
1800116,289
1800118,289
1800120,284
1800122,286
1800124,282
1800126,281
1800128,279
1800130,275
1800132,275
1800134,274
1800136,273
1800138,271
1800140,267
1800142,268
1800144,266
1800146,263
1800148,264
1800150,270
1800152,270
1800154,270
1800156,272
1800158,272
1800160,273
1800162,271
1800164,271
1800166,270
1800168,270
1800170,267
1800172,269
1800174,267
1800176,267
1800178,270
1800180,270
1800182,272
1800184,275
1800186,278
1800188,279
1800190,280
1800192,277
1800194,280
1800196,279
1800198,278
1800200,279
1800202,277
1800204,276
1800206,279
1800208,279
1800210,279
1800212,279
1800214,274
1800216,274
1800218,271
1800220,269
1800222,266
1800224,265
1800226,266
1800228,264
1800230,262
1800232,261
1800234,258
1800236,262
1800238,264
1800240,274
1800242,292
1800244,318
1800246,348
1800248,389
1800250,438
1800252,496
1800254,564
1800256,625
1800258,640
1800260,640
1800262,642
1800264,643
1800266,642
1800268,641
1800270,640
1800272,624
1800274,547
1800276,440
1800278,329
1800280,230
1800282,161
1800284,125
1800286,115
1800288,129
1800290,152
1800292,182
1800294,212
1800296,240
1800298,260
1800300,274
1800302,285
1800304,287
1800306,288
1800308,287
1800310,289
1800312,286
1800314,286
1800316,288
1800318,287
1800320,287
1800322,286
1800324,285
1800326,284
1800328,287
1800330,291
1800332,292
1800334,293
1800336,294
1800338,295
1800340,295
1800342,296
1800344,298
1800346,299
1800348,298
1800350,300
1800352,300
1800354,301
1800356,301
1800358,305
1800360,305
1800362,309
1800364,309
1800366,307
1800368,310
1800370,311
1800372,311
1800374,313
1800376,315
1800378,316
1800380,314
