time_ms,adc,status,overruns,buttons
2,549,0,0,0
4,468
6,352
8,203
10,46
12,0
14,0
16,19
18,84
20,137
22,161
24,168
26,182
28,215
30,255
32,291
34,311
36,308
38,281
40,240
42,204
44,172
46,155
48,178
50,258
52,370
54,487
56,589
58,641
60,643
62,643
64,644
66,642
68,643
70,644
72,643
74,644
76,645
78,644
80,643
82,644
84,641
86,585
88,489
90,393
92,315
94,283
96,275
98,308
100,367
102,419
104,437
106,432
108,426
110,436
112,461
114,490
116,531
118,568
120,617
122,644
124,646
126,650
128,645
130,643
132,645
134,644
136,641
138,613
140,544
142,471
144,405
146,371
148,376
150,429
152,511
154,605
156,643
158,643
160,644
162,645
164,645
166,646
168,644
170,645
172,646
174,645
176,645
178,647
180,644
182,646
184,646
186,644
188,646
190,647
192,646
194,644
196,646
198,646
200,644
202,573
204,429
206,280
208,152
210,59
212,23
214,43
216,112
218,210
220,312
222,412
224,496
226,563
228,624
230,643
232,642
234,642
236,643
238,645
240,644
242,646
244,644
246,645
248,645
250,644
252,646
254,645
256,645
258,645
260,646
262,646
264,647
266,645
268,644
270,647
272,647
274,644
276,645
278,641
280,611
282,512
284,395
286,287
288,199
290,131
292,92
294,68
296,49
298,57
300,84
302,113
304,141
306,155
308,150
310,125
312,84
314,50
316,48
318,70
320,116
322,181
324,265
326,348
328,431
330,516
332,573
334,615
336,640
338,639
340,635
342,606
344,569
346,545
348,532
350,521
352,501
354,485
356,469
358,460
360,476
362,520
364,556
366,575
368,574
370,546
372,502
374,463
376,433
378,405
380,389
382,383
384,383
386,402
388,417
390,425
392,420
394,411
396,407
398,409
400,423
402,442
404,475
406,521
408,570
410,623
412,643
414,643
416,639
418,596
420,529
422,455
424,401
426,363
428,331
430,303
432,292
434,296
436,298
438,287
440,269
442,254
444,246
446,234
448,212
450,184
452,154
454,136
456,133
458,125
460,111
462,95
464,68
466,19
468,0
470,0
472,0
474,0
476,0
478,0
480,0
482,0
484,0
486,0
488,0
490,0
492,0
494,0
496,0
498,0
500,0
502,0
504,0
506,0
508,0
510,0
512,0
514,0
516,0
518,0
520,1
522,0
524,0
526,0
528,12
530,160
532,359
534,523
536,633
538,644
540,642
542,644
544,643
546,643
548,634
550,550
552,408
554,245
556,95
558,0
560,0
562,0
564,0
566,0
568,0
570,0
